"id","preparationPercent","lat","long","postalCode","investorId","villageId","provinceName","regencyName","districtName","villageName","createdAt","updatedAt","districtId","provinceId","regencyId","preparationEnd","preparationStart","statusId"
"01.214.0671","0","0","0",,"INVSCF8HNW",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT SELATAN","Belum diisi","2026-02-05 01:06:54.911","2026-02-05 01:06:54.911",,,,,,"3"
"01.214.0672","0","0","0",,"INVSUQN4KH",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","SAIBI SAMUKOP","2026-02-05 01:09:07.944","2026-02-05 01:09:07.944",,,,,,"3"
"01.214.0673","0","0","0",,"INVSXFNZCL",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","Belum diisi","2026-02-05 01:06:54.867","2026-02-05 01:06:54.867",,,,,,"3"
"01.214.0674","0","0","0",,"INVSXFNZCL",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","Belum diisi","2026-02-05 01:06:54.821","2026-02-05 01:06:54.821",,,,,,"3"
"01.214.0675","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","CIMPUNGAN","2026-02-05 01:09:07.9","2026-02-05 01:09:07.9",,,,,,"3"
"01.214.0676","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","Belum diisi","2026-02-05 01:06:54.776","2026-02-05 01:06:54.776",,,,,,"3"
"01.214.0677","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","SALIGUMA","2026-02-05 01:09:07.857","2026-02-05 01:09:07.857",,,,,,"3"
"01.214.0678","0","0","0",,"INVSGDTTYZ",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT TENGAH","Belum diisi","2026-02-05 01:06:54.73","2026-02-05 01:06:54.73",,,,,,"3"
"01.214.0679","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","MUARA SIKABALUAN","2026-02-05 01:09:07.813","2026-02-05 01:09:07.813",,,,,,"3"
"01.214.0680","0","0","0",,"INVSNHFUEB",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","Belum diisi","2026-02-05 01:06:54.684","2026-02-05 01:06:54.684",,,,,,"3"
"01.214.0681","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","Belum diisi","2026-02-05 01:06:54.639","2026-02-05 01:06:54.639",,,,,,"3"
"01.214.0682","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","MALANCAN","2026-02-05 01:09:07.768","2026-02-05 01:09:07.768",,,,,,"3"
"01.214.0683","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","SIRILOGUI","2026-02-05 01:09:07.724","2026-02-05 01:09:07.724",,,,,,"3"
"01.214.0684","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","BOJAKAN","2026-02-05 01:09:07.672","2026-02-05 01:09:07.672",,,,,,"3"
"01.214.0685","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","Belum diisi","2026-02-05 01:06:54.594","2026-02-05 01:06:54.594",,,,,,"3"
"01.214.0686","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","Belum diisi","2026-02-05 01:06:54.549","2026-02-05 01:06:54.549",,,,,,"3"
"01.214.0687","0","0","0",,"INVSWCHWL3",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIBERUT UTARA","Belum diisi","2026-02-05 01:06:54.503","2026-02-05 01:06:54.503",,,,,,"3"
"01.214.0688","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIKAKAP","Belum diisi","2026-02-05 01:06:54.458","2026-02-05 01:06:54.458",,,,,,"3"
"01.214.0689","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIKAKAP","TAIKAKO","2026-02-05 01:09:07.628","2026-02-05 01:09:07.628",,,,,,"3"
"01.214.0690","85","-2.3637769","99.8185027","25392","INVSUQN4KH",,"Belum diisi","Belum diisi","Belum diisi","BOSUA","2026-02-05 01:09:07.585","2026-02-05 01:09:07.585",,,,,,"3"
"01.214.0691","0","0","0",,"INVSUQN4KH",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIPORA SELATAN","BERIULOU","2026-02-05 01:09:07.54","2026-02-05 01:09:07.54",,,,,,"3"
"01.214.0692","0","0","0",,"INVSUQN4KH",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIPORA UTARA","BETUMONGA","2026-02-05 01:09:07.496","2026-02-05 01:09:07.496",,,,,,"3"
"01.214.0693","0","0","0",,"INVSUQN4KH",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIPORA UTARA","Belum diisi","2026-02-05 01:06:54.412","2026-02-05 01:06:54.412",,,,,,"3"
"01.214.0694","90","-2.06089","99.65223","25392","INVSUQN4KH",,"Belum diisi","Belum diisi","Belum diisi","GOISOOINAN","2026-02-05 01:06:54.366","2026-02-05 01:06:54.366",,,,,,"3"
"01.214.0695","0","0","0",,"INVSGIRQT2",,"SUMATERA BARAT","KAB. KEPULAUAN MENTAWAI","SIPORA UTARA","Belum diisi","2026-02-05 01:06:54.322","2026-02-05 01:06:54.322",,,,,,"3"
"01.214.0696","100","0.94861","102.950457","28753","INVSZHNNSB",,"RIAU","KAB. KEPULAUAN MERANTI","RANGSANG","TEBUN","2026-02-05 01:07:15.933","2026-02-05 01:07:15.933",,,,,,"4"
"01.214.0697","100","1.037382","103.025711","28755","INVS7QFEFH",,"Belum diisi","Belum diisi","Belum diisi","SUNGAI GAYUNG KIRI","2026-02-05 01:07:15.887","2026-02-05 01:07:15.887",,,,,,"4"
"01.214.0698","100","0.736365","103.092242","28755","INVS6BDT6Y",,"RIAU","KAB. KEPULAUAN MERANTI","RANGSANG","TOPANG","2026-02-05 01:07:15.844","2026-02-05 01:07:15.844",,,,,,"4"
"01.214.0699","0","0.970616","102.597665","28758","INVSGPJIRY",,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI BARAT","BATANG MALAS","2026-02-05 01:06:54.28","2026-02-05 01:06:54.28",,,,,,"3"
"01.214.0700","100","0.924484","102.623452","28753","INVSV9EJUU",,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI BARAT","TANJUNG","2026-02-05 01:07:15.785","2026-02-05 01:07:15.785",,,,,,"4"
"01.214.0701","30","0.525","102.386","28753","INVSQCDNXF",,"Belum diisi","Belum diisi","Belum diisi","TANJUNG DARUL TAKZIM","2026-02-05 01:07:15.742","2026-02-05 01:07:15.742",,,,,,"3"
"01.214.0702","50","0.922358","102.457225","28753","INVSQCDNXF",,"Belum diisi","Belum diisi","Belum diisi","MENGKIKIP","2026-02-05 01:07:15.696","2026-02-05 01:07:15.696",,,,,,"3"
"01.214.0703","100","0.925404","102.460064","28753","INVSV9EJUU",,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI BARAT","TANJUNG PERANAP","2026-02-05 01:07:15.65","2026-02-05 01:07:15.65",,,,,,"4"
"01.214.0704","40","0","0",,"INVSJXGORB",,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI BARAT","TENAN","2026-02-05 01:07:15.595","2026-02-05 01:07:15.595",,,,,,"3"
"01.214.0705","100","0.9867","102.624615","28758","INVSRXETWC",,"Belum diisi","Belum diisi","Belum diisi","ALAI","2026-02-05 01:07:15.547","2026-02-05 01:07:15.547",,,,,,"4"
"01.214.0706","100","0.9595113","102.4239087","28752","INVSMLZHNL",,"RIAU","KAB. KEPULAUAN MERANTI","MERBAU","SUNGAI TENGAH","2026-02-05 01:07:15.504","2026-02-05 01:07:15.504",,,,,,"3"
"01.214.0707","100","0.971975","102.340022","28752","INVSHXVRIY",,"Belum diisi","Belum diisi","Belum diisi","LUKIT","2026-02-05 01:07:15.46","2026-02-05 01:07:15.46",,,,,,"4"
"01.214.0708","0","0.968381","102.464389","28752","INVS6BW8PN",,"RIAU","KAB. KEPULAUAN MERANTI","MERBAU","PELANTAI","2026-02-05 01:07:15.414","2026-02-05 01:07:15.414",,,,,,"3"
"01.214.0709","85","1.101503","102.53114","28750","INVSMC8W3S",,"RIAU","KAB. KEPULAUAN MERANTI","PULAUMERBAU","RENAK DUNGUN","2026-02-05 01:07:15.357","2026-02-05 01:07:15.357",,,,,,"3"
"01.214.0710","100","1.100506","102.549979","28750","INVSFYGIHU",,"Belum diisi","Belum diisi","Belum diisi","TANJUNGBUNGA","2026-02-05 01:06:54.236","2026-02-05 01:06:54.236",,,,,,"4"
"01.214.0711","100","1.116571","102.539254","28750","INVSABX1VL",,"Belum diisi","Belum diisi","Belum diisi","KUALA MERBAU","2026-02-05 01:07:15.314","2026-02-05 01:07:15.314",,,,,,"4"
"01.214.0712","100","1.064253","102.472812","28750","INVSFYGIHU",,"Belum diisi","Belum diisi","Belum diisi","BARAN MELINTANG","2026-02-05 01:07:15.27","2026-02-05 01:07:15.27",,,,,,"4"
"01.214.0713","100","1.396968","102.235138","28752","INVSRQSSBZ",,"RIAU","KAB. KEPULAUAN MERANTI","TASIK PUTRI PUYU","TANJUNG PADANG","2026-02-05 01:07:15.227","2026-02-05 01:07:15.227",,,,,,"4"
"01.214.0714","100","0","0",,"INVSDXAKGT",,"RIAU","KAB. KEPULAUAN MERANTI","TASIK PUTRI PUYU","PUTRI PUYU","2026-02-05 01:07:15.181","2026-02-05 01:07:15.181",,,,,,"4"
"01.214.0715","100","1.318225","102.36883","28751","INVSXBSTTU",,"RIAU","KAB. KEPULAUAN MERANTI","TASIK PUTRI PUYU","MEKAR DELIMA","2026-02-05 01:07:15.137","2026-02-05 01:07:15.137",,,,,,"4"
"01.214.0716","100","1.1050384","102.4296399","28751","INVSRV70WN",,"RIAU","KAB. KEPULAUAN MERANTI","TASIK PUTRI PUYU","MENGKIRAU","2026-02-05 01:06:54.194","2026-02-05 01:06:54.194",,,,,,"4"
"01.214.0717","0","1.113135","102.438844","28752","INVSAYO6OL",,"RIAU","KAB. KEPULAUAN MERANTI","TASIK PUTRI PUYU","MENGKOPOT","2026-02-05 01:07:15.091","2026-02-05 01:07:15.091",,,,,,"3"
"01.214.0718","100","1.02313","102.655919","28756","INVS5UYRYL",,"Belum diisi","Belum diisi","Belum diisi","BANTAR","2026-02-05 01:07:15.047","2026-02-05 01:07:15.047",,,,,,"4"
"01.214.0719","100","1.03550633","102.6579863","28756","INVSDNDBDT",,"Belum diisi","Belum diisi","Belum diisi","ANAK SETATAH","2026-02-05 01:07:15.003","2026-02-05 01:07:15.003",,,,,,"4"
"01.214.0720","100","1.050039","1.0270148","28756","INVS7QEUND",,"Belum diisi","Belum diisi","Belum diisi","SEGOMENG","2026-02-05 01:07:14.959","2026-02-05 01:07:14.959",,,,,,"4"
"01.214.0721","100","1.055346","102.753031","28753","INVSB1PURM",,"RIAU","KAB. KEPULAUAN MERANTI","RANGSANG BARAT","BOKOR","2026-02-05 01:07:14.915","2026-02-05 01:07:14.915",,,,,,"4"
"01.214.0722","30","1.02356","102.840316","28755","INVSW8JO9V",,"Belum diisi","Belum diisi","Belum diisi","SOKOP","2026-02-05 01:07:14.872","2026-02-05 01:07:14.872",,,,,,"3"
"01.214.0723","40","0","0",,"INVSWCJHBN",,"RIAU","KAB. KEPULAUAN MERANTI","RANGSANG PESISIR","TANJUNG KEDABU","2026-02-05 01:07:14.827","2026-02-05 01:07:14.827",,,,,,"3"
"01.214.0724","100","1.01175","102.810973","28753","INVSAG6UPO",,"RIAU","KAB. KEPULAUAN MERANTI","RANGSANG PESISIR","BETING","2026-02-05 01:07:14.783","2026-02-05 01:07:14.783",,,,,,"4"
"01.214.0725","100","0.697732","103.000769","28754","INVSFEEQTX",,"Belum diisi","Belum diisi","Belum diisi","TANJUNG GADAI","2026-02-05 01:07:14.74","2026-02-05 01:07:14.74",,,,,,"4"
"01.214.0726","40","0.781299","102.94197","28754","INVSSZEGTS",,"Belum diisi","Belum diisi","Belum diisi","TELUK BUNTAL","2026-02-05 01:07:14.688","2026-02-05 01:07:14.688",,,,,,"3"
"01.214.0727","0","0","0",,,,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI TIMUR","TANJUNG SARI","2026-02-05 01:07:14.644","2026-02-05 01:07:14.644",,,,,,"1"
"01.214.0728","100","0.791555","102.920979","28753","INVSFOKHVK",,"RIAU","KAB. KEPULAUAN MERANTI","TEBING TINGGI TIMUR","KEPAU BARU","2026-02-05 01:07:14.622","2026-02-05 01:07:14.622",,,,,,"4"
"01.214.0729","30","0.939782","102.76818","28754","INVSVXTTSD",,"Belum diisi","Belum diisi","Belum diisi","BATIN SUIR","2026-02-05 01:07:14.572","2026-02-05 01:07:14.572",,,,,,"3"
"01.214.0730","30","0.947773","102.853642","28754","INVSVXTTSD",,"Belum diisi","Belum diisi","Belum diisi","Belum diisi","2026-02-05 01:06:54.15","2026-02-05 01:06:54.15",,,,,,"3"
"01.214.0731","30","0.946999","102.735242","28754","INVSVXTTSD",,"Belum diisi","Belum diisi","Belum diisi","Belum diisi","2026-02-05 01:06:54.101","2026-02-05 01:06:54.101",,,,,,"3"
"01.214.0735","100","0.5231695","101.4203887","29568","INVSQLLWBL",,"Belum diisi","Belum diisi","Belum diisi","SEROSA","2026-02-05 01:06:54.053","2026-02-05 01:06:54.053",,,,,,"4"
"01.214.0738","100","-0.9543048","-0.9543048","29564","INVSHHIP0N",,"RIAU","KAB. KUANTAN SINGINGI","PUCUK RANTAU","PERHENTIAN SUNGKAI","2026-02-05 01:09:07.451","2026-02-05 01:09:07.451",,,,,,"4"
"01.214.0739","0","0","0",,"INVSKSMYQW",,"RIAU","KAB. SIAK","SUNGAI APIT","TELUK LANUS","2026-02-05 01:09:07.406","2026-02-05 01:09:07.406",,,,,,"3"
"01.214.0740","30","0.7616667","102.4694444","28662","INVSVYU0WF",,"RIAU","KAB. SIAK","SUNGAI APIT","PENYENGAT","2026-02-05 01:06:54.008","2026-02-05 01:06:54.008",,,,,,"3"
"01.214.0741","35","0","0",,"INVSTDMLW8",,"RIAU","KAB. SIAK","MINAS","RANTAU BERTUAH","2026-02-05 01:09:07.362","2026-02-05 01:09:07.362",,,,,,"3"
"01.214.0742","35","0","0",,"INVSUVHWS7",,"RIAU","KAB. SIAK","MINAS","Belum diisi","2026-02-05 01:06:53.965","2026-02-05 01:06:53.965",,,,,,"3"
"01.214.0743","35","0","0",,"INVSTYLSXE",,"RIAU","KAB. SIAK","SUNGAI MANDAU","LUBUK UMBUT","2026-02-05 01:09:07.316","2026-02-05 01:09:07.316",,,,,,"3"
"01.214.0744","35","0","0",,"INVSTJRM1B",,"RIAU","KAB. SIAK","SUNGAI MANDAU","TASIK BETUNG","2026-02-05 01:09:07.271","2026-02-05 01:09:07.271",,,,,,"3"
"01.214.0745","35","0","0",,"INVSOW2WDR",,"RIAU","KAB. SIAK","SUNGAI MANDAU","BENCAH UMBAI","2026-02-05 01:09:07.227","2026-02-05 01:09:07.227",,,,,,"3"
"01.214.0746","40","0","0",,"INVSSZEGTS",,"RIAU","KAB. SIAK","KANDIS","Belum diisi","2026-02-05 01:06:53.913","2026-02-05 01:06:53.913",,,,,,"3"
"01.214.0747","0","0","0",,"INVSUCHFAV",,"RIAU","KAB. SIAK","KANDIS","SUNGAI GONDANG","2026-02-05 01:09:07.183","2026-02-05 01:09:07.183",,,,,,"3"
"01.214.0748","0","0","0",,"INVSVNXKSB",,"RIAU","KAB. SIAK","KANDIS","BEKALAR","2026-02-05 01:09:07.139","2026-02-05 01:09:07.139",,,,,,"3"
"01.214.0749","40","0","0",,"INVSSZEGTS",,"RIAU","KAB. SIAK","KANDIS","JAMBAI MAKMUR","2026-02-05 01:09:07.088","2026-02-05 01:09:07.088",,,,,,"3"
"01.214.0750","30","0","0",,"INVSNUGXZM",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.87","2026-02-05 01:06:53.87",,,,,,"3"
"01.214.0751","100","11.39","55.309","29481","INVSJ4GVD9",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","SEMBULANG","2026-02-05 01:09:07.043","2026-02-05 01:09:07.043",,,,,,"4"
"01.214.0752","0","0.96964","104.022231","29476","INVSNUGXZM",,"Belum diisi","Belum diisi","Belum diisi","PULAU SETOKOK","2026-02-05 01:06:53.826","2026-02-05 01:06:53.826",,,,,,"2"
"01.214.0753","30","0","0",,"INVSNUGXZM",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.783","2026-02-05 01:06:53.783",,,,,,"3"
"01.214.0754","20","0","0",,"INVSVWIV9Y",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.736","2026-02-05 01:06:53.736",,,,,,"3"
"01.214.0755","0","0","0",,"INVSFRGTXW",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.693","2026-02-05 01:06:53.693",,,,,,"3"
"01.214.0756","0","0","0","29484","INVSEIBDVN",,"Belum diisi","Belum diisi","Belum diisi","GALANG BARU","2026-02-05 01:06:53.649","2026-02-05 01:06:53.649",,,,,,"3"
"01.214.0757","20","0","0",,"INVSVWIV9Y",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.606","2026-02-05 01:06:53.606",,,,,,"3"
"01.214.0758","100","0.541458","104.235938","29487","INVSTITIEG",,"Belum diisi","Belum diisi","Belum diisi","PULAU ABANG","2026-02-05 01:09:06.998","2026-02-05 01:09:06.998",,,,,,"4"
"01.214.0759","0","0","0",,"INVS5Q0ULR",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.562","2026-02-05 01:06:53.562",,,,,,"3"
"01.214.0760","100","0.973083","104.14787","29483","INVSTITIEG",,"Belum diisi","Belum diisi","Belum diisi","AIR RAJA","2026-02-05 01:09:06.955","2026-02-05 01:09:06.955",,,,,,"4"
"01.214.0761","20","0","0",,"INVSVWIV9Y",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.519","2026-02-05 01:06:53.519",,,,,,"3"
"01.214.0762","0","0","0",,"INVSAMSLIS",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","KARAS","2026-02-05 01:09:06.912","2026-02-05 01:09:06.912",,,,,,"3"
"01.214.0763","20","0","0",,"INVSVWIV9Y",,"KEPULAUAN RIAU","KOTA BATAM","GALANG","Belum diisi","2026-02-05 01:06:53.476","2026-02-05 01:06:53.476",,,,,,"3"
"01.214.0764","20","0","0",,"INVSZZKNWS",,"KEPULAUAN RIAU","KOTA BATAM","BULANG","PULAU BULUH","2026-02-05 01:09:06.867","2026-02-05 01:09:06.867",,,,,,"3"
"01.214.0765","100","0.983577","103.977281","29474","INVSTITIEG",,"Belum diisi","Belum diisi","Belum diisi","BATU LEGONG","2026-02-05 01:06:53.432","2026-02-05 01:06:53.432",,,,,,"4"
"01.214.0766","100","0.924202","104.06082","29476","INVSBURGN8",,"Belum diisi","Belum diisi","Belum diisi","PULAU SETOKOK","2026-02-05 01:06:53.386","2026-02-05 01:06:53.386",,,,,,"3"
"01.214.0767","0","0.96964","104.022231","29476","INVSOKMZJO",,"KEPULAUAN RIAU","KOTA BATAM","BULANG","PULAU SETOKOK","2026-02-05 01:06:53.342","2026-02-05 01:06:53.342",,,,,,"3"
"01.214.0768","100","0.902964","103951567","29475","INVSJ4GVD9",,"KEPULAUAN RIAU","KOTA BATAM","BULANG","TEMOYONG","2026-02-05 01:06:53.299","2026-02-05 01:06:53.299",,,,,,"4"
"01.214.0769","10","0","0",,"INVSZZKNWS",,"KEPULAUAN RIAU","KOTA BATAM","BULANG","Belum diisi","2026-02-05 01:06:53.256","2026-02-05 01:06:53.256",,,,,,"3"
"01.214.0770","100","0.963996","103.84773","29473","INVSTITIEG",,"Belum diisi","Belum diisi","Belum diisi","PANTAI GELAM","2026-02-05 01:06:53.212","2026-02-05 01:06:53.212",,,,,,"4"
"01.214.0771","10","0","0",,"INVSDTSK4V",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","Belum diisi","2026-02-05 01:06:53.169","2026-02-05 01:06:53.169",,,,,,"3"
"01.214.0772","20","0","0",,"INVSDTSK4V",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","Belum diisi","2026-02-05 01:06:53.125","2026-02-05 01:06:53.125",,,,,,"3"
"01.214.0773","0","0","0",,"INVS0BT1UA",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","Belum diisi","2026-02-05 01:06:53.079","2026-02-05 01:06:53.079",,,,,,"3"
"01.214.0774","100","1.10054","103.792404","29412","INVSYPUAYW",,"Belum diisi","Belum diisi","Belum diisi","PEMPING","2026-02-05 01:09:06.823","2026-02-05 01:09:06.823",,,,,,"4"
"01.214.0775","40","0","0",,"INVSZZKNWS",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","Belum diisi","2026-02-05 01:06:53.034","2026-02-05 01:06:53.034",,,,,,"3"
"01.214.0776","100","0.93673","103.773493","29416","INVST2RCN5",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","PULAU TERUNG","2026-02-05 01:06:52.989","2026-02-05 01:06:52.989",,,,,,"4"
"01.214.0777","0","0","0",,"INVSW9M8AM",,"KEPULAUAN RIAU","KOTA BATAM","BELAKANG PADANG","Belum diisi","2026-02-05 01:06:52.947","2026-02-05 01:06:52.947",,,,,,"3"
"01.214.0778","0","0","0",,"INVSJEUOIP",,"KEPULAUAN RIAU","KOTA BATAM","SEKUPANG","Belum diisi","2026-02-05 01:06:52.903","2026-02-05 01:06:52.903",,,,,,"3"
"01.214.0779","0","0","0",,"INVSEIBDVN",,"KEPULAUAN RIAU","KOTA BATAM","NONGSA","NGENANG","2026-02-05 01:09:06.779","2026-02-05 01:09:06.779",,,,,,"3"
"01.214.0780","0","0","0",,"INVSL2CD6V",,"KEPULAUAN RIAU","KOTA TANJUNG PINANG","TANJUNG PINANG KOTA","PENYENGAT","2026-02-05 01:09:06.735","2026-02-05 01:09:06.735",,,,,,"3"
"01.214.0781","100","0.7783908","104.5904875","29156","INVSFSWMDZ",,"Belum diisi","Belum diisi","Belum diisi","MANTANG BESAR","2026-02-05 01:06:52.859","2026-02-05 01:06:52.859",,,,,,"3"
"01.214.0782","100","0.7919016","104.5417836","29151","INVSFSWMDZ",,"Belum diisi","Belum diisi","Belum diisi","MANTANG BARU","2026-02-05 01:09:06.689","2026-02-05 01:09:06.689",,,,,,"3"
"01.214.0783","100","0.7955351","104.5045733","29156","INVSFSWMDZ",,"Belum diisi","Belum diisi","Belum diisi","DENDUN","2026-02-05 01:09:06.645","2026-02-05 01:09:06.645",,,,,,"3"
"01.214.0784","0","0","0",,"INVSJ4GVD9",,"KEPULAUAN RIAU","KAB. BINTAN","TAMBELAN","PULAU PINANG","2026-02-05 01:09:06.6","2026-02-05 01:09:06.6",,,,,,"3"
"01.214.0785","0","0","0",,"INVSJ4GVD9",,"KEPULAUAN RIAU","KAB. BINTAN","TAMBELAN","Belum diisi","2026-02-05 01:06:52.814","2026-02-05 01:06:52.814",,,,,,"3"
"01.214.0786","0","0","0",,"INVSJ4GVD9",,"KEPULAUAN RIAU","KAB. BINTAN","TAMBELAN","PENGIKIK","2026-02-05 01:09:06.555","2026-02-05 01:09:06.555",,,,,,"3"
"01.214.0787","100","0.8192857","104.3582515","29136","INVSFSWMDZ",,"Belum diisi","Belum diisi","Belum diisi","PANGKIL","2026-02-05 01:09:06.511","2026-02-05 01:09:06.511",,,,,,"3"
"01.214.0788","100","0.708139","104.6019458","29156","INVSFSWMDZ",,"Belum diisi","Belum diisi","Belum diisi","MANTANG BESAR","2026-02-05 01:06:52.77","2026-02-05 01:06:52.77",,,,,,"3"
"01.214.0789","0","0","0",,"INVSJ4GVD9",,"KEPULAUAN RIAU","KAB. BINTAN","TAMBELAN","Belum diisi","2026-02-05 01:06:52.714","2026-02-05 01:06:52.714",,,,,,"3"
"01.214.0790","90","0","0",,"INVSOXS1UU",,"KEPULAUAN RIAU","KAB. KARIMUN","SELAT GELAM","PARIT","2026-02-05 01:09:06.467","2026-02-05 01:09:06.467",,,,,,"3"
"01.214.0791","90","0","0",,"INVSQPLTBH",,"KEPULAUAN RIAU","KAB. KARIMUN","UNGAR","Belum diisi","2026-02-05 01:06:52.67","2026-02-05 01:06:52.67",,,,,,"3"
"01.214.0792","100","0.8645401","103.7820291","29663","INVSGOYEZR",,"Belum diisi","Belum diisi","Belum diisi","RAWA JAYA","2026-02-05 01:09:06.422","2026-02-05 01:09:06.422",,,,,,"4"
"01.214.0793","100","-0.5246","103.46075","29663","INVSW4ABI4",,"KEPULAUAN RIAU","KAB. KARIMUN","SUGIE BESAR","KEBAN","2026-02-05 01:09:06.378","2026-02-05 01:09:06.378",,,,,,"4"
"01.214.0794","100","0","0",,"INVSWOWHER",,"KEPULAUAN RIAU","KAB. KARIMUN","SUGIE BESAR","SUGIE","2026-02-05 01:09:06.333","2026-02-05 01:09:06.333",,,,,,"3"
"01.214.0795","100","0.878567","103.862655","29663","INVSZSFN1L",,"KEPULAUAN RIAU","KAB. KARIMUN","SUGIE BESAR","TANJUNG PELANDUK","2026-02-05 01:09:06.289","2026-02-05 01:09:06.289",,,,,,"4"
"01.214.0796","100","0","0",,"INVSI2ADG8",,"KEPULAUAN RIAU","KAB. KARIMUN","SUGIE BESAR","BULUH PATAH","2026-02-05 01:09:06.246","2026-02-05 01:09:06.246",,,,,,"3"
"01.214.0797","90","0","0",,"INVSOXS1UU",,"KEPULAUAN RIAU","KAB. KARIMUN","MORO","Belum diisi","2026-02-05 01:06:52.627","2026-02-05 01:06:52.627",,,,,,"3"
"01.214.0798","100","0","0",,"INVS8PLU5G",,"KEPULAUAN RIAU","KAB. KARIMUN","DURAI","Belum diisi","2026-02-05 01:06:52.583","2026-02-05 01:06:52.583",,,,,,"3"
"01.214.0799","90","0","0",,"INVSOXS1UU",,"KEPULAUAN RIAU","KAB. KARIMUN","BURU","TANJUNG BATU KECIL","2026-02-05 01:09:06.202","2026-02-05 01:09:06.202",,,,,,"3"
"01.214.0800","75","0","0",,"INVS12XCJY",,"KEPULAUAN RIAU","KAB. KARIMUN","BELAT","Belum diisi","2026-02-05 01:06:52.539","2026-02-05 01:06:52.539",,,,,,"3"
"01.214.0801","100","2.906096","105.703045","29790","INVSMAOZUX",,"KEPULAUAN RIAU","KAB. KEPULAUAN ANAMBAS","JEMAJA","AIR BIRU","2026-02-05 01:09:06.157","2026-02-05 01:09:06.157",,,,,,"4"
"01.214.0802","100","2.919531","105.692488","29792","INVSMAOZUX",,"KEPULAUAN RIAU","KAB. KEPULAUAN ANAMBAS","JEMAJA","AIR BIRU","2026-02-05 01:06:52.496","2026-02-05 01:06:52.496",,,,,,"4"
